#         t          x          y          z         vx         vy         vz
     50.300   -113.435   -100.127   -124.204     -5.431    176.393    100.468
     50.310   -113.485    -98.360   -123.195     -4.579    177.139    101.395
     50.320   -113.526    -96.584   -122.176     -3.708    177.886    102.332
     50.330   -113.559    -94.802   -121.148     -2.820    178.635    103.281
     50.340   -113.582    -93.012   -120.111     -1.913    179.385    104.241
     50.350   -113.597    -91.214   -119.063     -0.987    180.136    105.212
     50.360   -113.602    -89.409   -118.006     -0.041    180.888    106.195
     50.370   -113.598    -87.596   -116.939      0.925    181.640    107.190
     50.380   -113.583    -85.776   -115.863      1.911    182.393    108.196
     50.390   -113.559    -83.948   -114.775      2.918    183.146    109.215
     50.400   -113.525    -82.113   -113.678      3.948    183.898    110.247
     50.410   -113.480    -80.271   -112.570      5.000    184.651    111.291
     50.420   -113.425    -78.420   -111.452      6.074    185.403    112.348
     50.430   -113.359    -76.562   -110.323      7.173    186.153    113.418
     50.440   -113.281    -74.697   -109.184      8.296    186.903    114.501
     50.450   -113.192    -72.824   -108.033      9.444    187.651    115.597
     50.460   -113.092    -70.944   -106.872     10.618    188.397    116.708
     50.470   -112.980    -69.057   -105.699     11.819    189.140    117.831
     50.480   -112.856    -67.161   -104.515     13.047    189.881    118.969
     50.490   -112.719    -65.259   -103.320     14.303    190.618    120.121
     50.500   -112.569    -63.349   -102.113     15.588    191.352    121.288
     50.510   -112.407    -61.432   -100.894     16.903    192.081    122.469
     50.520   -112.231    -59.507    -99.663     18.248    192.805    123.665
     50.530   -112.042    -57.576    -98.420     19.626    193.524    124.875
     50.540   -111.839    -55.637    -97.166     21.035    194.237    126.101
     50.550   -111.621    -53.691    -95.898     22.478    194.943    127.341
     50.560   -111.389    -51.738    -94.619     23.956    195.642    128.597
     50.570   -111.142    -49.778    -93.326     25.469    196.332    129.869
     50.580   -110.879    -47.812    -92.021     27.019    197.013    131.155
     50.590   -110.601    -45.838    -90.703     28.606    197.684    132.458
     50.600   -110.307    -43.858    -89.372     30.232    198.345    133.776
     50.610   -109.996    -41.871    -88.028     31.898    198.993    135.110
     50.620   -109.669    -39.878    -86.670     33.604    199.628    136.459
     50.630   -109.324    -37.879    -85.298     35.353    200.249    137.825
     50.640   -108.961    -35.873    -83.913     37.145    200.854    139.206
     50.650   -108.581    -33.862    -82.514     38.982    201.443    140.602
     50.660   -108.182    -31.844    -81.101     40.864    202.014    142.015
     50.670   -107.763    -29.822    -79.674     42.794    202.565    143.442
     50.680   -107.326    -27.793    -78.232     44.772    203.095    144.885
     50.690   -106.868    -25.760    -76.776     46.799    203.601    146.342
     50.700   -106.389    -23.721    -75.305     48.878    204.084    147.815
     50.710   -105.890    -21.678    -73.820     51.009    204.539    149.301
     50.720   -105.369    -19.631    -72.319     53.193    204.967    150.802
     50.730   -104.826    -17.579    -70.804     55.432    205.363    152.315
     50.740   -104.260    -15.524    -69.273     57.728    205.726    153.842
     50.750   -103.671    -13.465    -67.727     60.081    206.055    155.380
     50.760   -103.058    -11.403    -66.165     62.493    206.345    156.930
     50.770   -102.421     -9.338    -64.588     64.965    206.594    158.490
     50.780   -101.758     -7.271    -62.995     67.498    206.800    160.059
     50.790   -101.070     -5.202    -61.387     70.094    206.960    161.637
     50.800   -100.356     -3.132    -59.762     72.752    207.070    163.222
     50.810    -99.615     -1.061    -58.122     75.475    207.127    164.813
     50.820    -98.846      1.010    -56.466     78.264    207.128    166.407
     50.830    -98.049      3.081    -54.794     81.118    207.068    168.004
     50.840    -97.224      5.151    -53.106     84.038    206.945    169.601
     50.850    -96.368      7.220    -51.402     87.026    206.754    171.196
     50.860    -95.483      9.286    -49.682     90.080    206.492    172.788
     50.870    -94.566     11.349    -47.946     93.201    206.153    174.373
     50.880    -93.618     13.409    -46.195     96.389    205.733    175.948
     50.890    -92.638     15.463    -44.428     99.644    205.229    177.512
     50.900    -91.625     17.513    -42.645    102.963    204.635    179.060
     50.910    -90.579     19.556    -40.846    106.347    203.946    180.589
     50.920    -89.498     21.591    -39.033    109.793    203.159    182.095
     50.930    -88.383     23.618    -37.205    113.299    202.268    183.575
     50.940    -87.232     25.636    -35.362    116.863    201.268    185.024
     50.950    -86.045     27.643    -33.504    120.482    200.155    186.438
     50.960    -84.822     29.638    -31.633    124.153    198.925    187.812
     50.970    -83.562     31.621    -29.748    127.871    197.572    189.142
     50.980    -82.264     33.589    -27.851    131.631    196.094    190.421
     50.990    -80.929     35.542    -25.940    135.429    194.485    191.646
     51.000    -79.555     37.478    -24.018    139.259    192.742    192.810
     51.010    -78.144     39.396    -22.084    143.113    190.863    193.909
     51.020    -76.693     41.295    -20.140    146.986    188.845    194.936
     51.030    -75.204     43.173    -18.186    150.869    186.685    195.887
     51.040    -73.676     45.028    -16.223    154.755    184.384    196.755
     51.050    -72.109     46.859    -14.251    158.633    181.939    197.537
     51.060    -70.503     48.666    -12.272    162.496    179.351    198.226
     51.070    -68.859     50.446    -10.287    166.334    176.622    198.819
     51.080    -67.177     52.198     -8.297    170.135    173.754    199.311
     51.090    -65.457     53.920     -6.302    173.891    170.749    199.699
     51.100    -63.699     55.612     -4.303    177.591    167.611    199.981
     51.110    -61.905     57.272     -2.302    181.225    164.345    200.154
     51.120    -60.075     58.898     -0.301    184.782    160.958    200.221
     51.130    -58.210     60.490      1.701    188.251    157.457    200.185
     51.140    -56.310     62.047      3.703    191.619    153.853    200.042
     51.150    -54.378     63.567      5.702    194.877    150.155    199.787
     51.160    -52.414     65.050      7.698    198.018    146.372    199.419
     51.170    -50.418     66.494      9.690    201.034    142.514    198.937
     51.180    -48.393     67.900     11.676    203.919    138.591    198.343
     51.190    -46.341     69.266     13.656    206.666    134.613    197.640
     51.200    -44.261     70.592     15.628    209.271    130.592    196.830
     51.210    -42.156     71.877     17.592    211.730    126.537    195.917
     51.220    -40.027     73.122     19.546    214.041    122.460    194.906
     51.230    -37.876     74.326     21.490    216.202    118.370    193.800
     51.240    -35.704     75.490     23.422    218.212    114.277    192.606
     51.250    -33.512     76.612     25.341    220.072    110.191    191.328
     51.260    -31.303     77.693     27.248    221.781    106.122    189.973
     51.270    -29.077     78.734     29.140    223.343    102.076    188.546
     51.280    -26.837     79.735     31.018    224.759     98.063    187.053
     51.290    -24.583     80.696     32.881    226.032     94.089    185.500
     51.300    -22.317     81.617     34.728    227.167     90.161    183.893
     51.310    -20.040     82.499     36.559    228.168     86.285    182.238
     51.320    -17.754     83.343     38.373    229.038     82.466    180.540
     51.330    -15.460     84.149     40.169    229.783     78.709    178.805
     51.340    -13.159     84.918     41.949    230.408     75.017    177.038
     51.350    -10.853     85.650     43.710    230.918     71.393    175.244
     51.360     -8.541     86.346     45.453    231.319     67.841    173.427
     51.370     -6.227     87.007     47.178    231.615     64.363    171.592
     51.380     -3.910     87.634     48.885    231.812     60.961    169.743
     51.390     -1.591     88.227     50.573    231.916     57.635    167.884
     51.400      0.728     88.787     52.243    231.932     54.387    166.019
     51.410      3.047     89.315     53.894    231.865     51.216    164.150
     51.420      5.365     89.811     55.526    231.720     48.124    162.281
     51.430      7.681     90.278     57.139    231.501     45.110    160.414
     51.440      9.995     90.714     58.734    231.215     42.173    158.552
     51.450     12.305     91.121     60.310    230.864     39.313    156.698
     51.460     14.612     91.501     61.868    230.454     36.529    154.852
     51.470     16.914     91.852     63.407    229.988     33.820    153.018
     51.480     19.211     92.177     64.929    229.470     31.185    151.196
     51.490     21.503     92.476     66.431    228.905     28.622    149.388
     51.500     23.789     92.750     67.916    228.296     26.130    147.595
     51.510     26.069     92.999     69.383    227.646     23.708    145.819
     51.520     28.342     93.225     70.833    226.958     21.354    144.060
     51.530     30.608     93.427     72.265    226.235     19.066    142.319
     51.540     32.867     93.606     73.679    225.481     16.843    140.597
     51.550     35.117     93.764     75.077    224.697     14.683    138.895
     51.560     37.360     93.900     76.457    223.887     12.584    137.212
     51.570     39.595     94.016     77.821    223.052     10.546    135.550
     51.580     41.821     94.111     79.168    222.195      8.565    133.908
     51.590     44.039     94.187     80.499    221.317      6.641    132.287
     51.600     46.248     94.245     81.814    220.422      4.772    130.687
     51.610     48.447     94.283     83.113    219.510      2.956    129.108
     51.620     50.638     94.304     84.396    218.583      1.191    127.550
     51.630     52.819     94.307     85.664    217.642     -0.523    126.014
     51.640     54.990     94.294     86.917    216.690     -2.189    124.498
     51.650     57.153     94.264     88.154    215.727     -3.808    123.004
     51.660     59.305     94.218     89.377    214.755     -5.381    121.531
     51.670     61.448     94.156     90.585    213.775     -6.910    120.078
     51.680     63.580     94.080     91.779    212.788     -8.397    118.646
     51.690     65.703     93.989     92.958    211.794     -9.841    117.234
     51.700     67.816     93.883     94.124    210.796    -11.246    115.843
     51.710     69.919     93.764     95.275    209.794    -12.612    114.471
     51.720     72.012     93.631     96.413    208.788    -13.940    113.119
     51.730     74.095     93.485     97.538    207.779    -15.232    111.787
     51.740     76.168     93.327     98.649    206.768    -16.488    110.474
     51.750     78.230     93.156     99.747    205.756    -17.711    109.180
     51.760     80.283     92.973    100.833    204.743    -18.900    107.904
     51.770     82.325     92.778    101.905    203.730    -20.057    106.647
     51.780     84.357     92.572    102.966    202.718    -21.183    105.408
     51.790     86.380     92.354    104.014    201.706    -22.279    104.187
     51.800     88.392     92.126    105.049    200.695    -23.346    102.984
     51.810     90.393     91.887    106.073    199.686    -24.385    101.797
     51.820     92.385     91.639    107.085    198.678    -25.397    100.628
     51.830     94.367     91.380    108.086    197.673    -26.382     99.475
     51.840     96.339     91.111    109.075    196.671    -27.341     98.338
     51.850     98.300     90.833    110.053    195.671    -28.275     97.217
     51.860    100.252     90.546    111.019    194.675    -29.186     96.112
     51.870    102.194     90.249    111.975    193.682    -30.072     95.023
     51.880    104.126     89.944    112.920    192.692    -30.937     93.949
     51.890    106.048     89.631    113.854    191.706    -31.779     92.889
     51.900    107.960     89.309    114.778    190.724    -32.600     91.845
     51.910    109.862     88.979    115.691    189.747    -33.400     90.814
     51.920    111.755     88.641    116.594    188.773    -34.180     89.798
     51.930    113.638     88.295    117.487    187.804    -34.941     88.795
     51.940    115.511     87.942    118.370    186.839    -35.683     87.806
     51.950    117.375     87.582    119.243    185.879    -36.407     86.830
     51.960    119.229     87.214    120.107    184.924    -37.112     85.868
     51.970    121.073     86.840    120.961    183.974    -37.801     84.918
     51.980    122.908     86.458    121.805    183.028    -38.473     83.980
     51.990    124.734     86.070    122.640    182.087    -39.128     83.055
     52.000    126.550     85.676    123.466    181.152    -39.767     82.142
     52.010    128.357     85.275    124.283    180.221    -40.392     81.241
     52.020    130.154     84.868    125.091    179.295    -41.001     80.351
     52.030    131.943     84.455    125.890    178.375    -41.595     79.473
     52.040    133.722     84.036    126.681    177.460    -42.176     78.605
     52.050    135.492     83.612    127.463    176.550    -42.743     77.749
     52.060    137.253     83.181    128.236    175.645    -43.296     76.904
     52.070    139.005     82.746    129.001    174.745    -43.836     76.069
     52.080    140.748     82.305    129.757    173.851    -44.364     75.244
     52.090    142.482     81.859    130.506    172.961    -44.880     74.430
     52.100    144.207     81.407    131.246    172.077    -45.383     73.625
     52.110    145.923     80.951    131.978    171.198    -45.875     72.831
     52.120    147.631     80.490    132.703    170.325    -46.355     72.045
     52.130    149.330     80.024    133.419    169.456    -46.825     71.270
     52.140    151.020     79.553    134.128    168.593    -47.283     70.503
     52.150    152.702     79.078    134.829    167.735    -47.731     69.746
     52.160    154.375     78.599    135.523    166.882    -48.169     68.997
     52.170    156.040     78.115    136.209    166.034    -48.597     68.257
     52.180    157.696     77.627    136.888    165.191    -49.016     67.526
     52.190    159.343     77.135    137.560    164.354    -49.425     66.803
     52.200    160.983     76.638    138.224    163.521    -49.824     66.089
     52.210    162.614     76.138    138.882    162.694    -50.215     65.382
     52.220    164.237     75.634    139.532    161.871    -50.597     64.684
     52.230    165.851     75.126    140.175    161.054    -50.970     63.993
     52.240    167.458     74.615    140.812    160.241    -51.335     63.310
     52.250    169.056     74.100    141.442    159.433    -51.692     62.634
     52.260    170.646     73.581    142.065    158.630    -52.041     61.966
     52.270    172.229     73.059    142.681    157.832    -52.383     61.305
     52.280    173.803     72.533    143.291    157.039    -52.717     60.652
     52.290    175.370     72.005    143.894    156.251    -53.043     60.005
     52.300    176.928     71.473    144.491    155.467    -53.362     59.365
     52.310    178.479     70.937    145.081    154.688    -53.674     58.733
     52.320    180.022     70.399    145.666    153.913    -53.980     58.106
     52.330    181.557     69.858    146.243    153.144    -54.278     57.487
     52.340    183.085     69.314    146.815    152.378    -54.570     56.873
     52.350    184.605     68.766    147.381    151.618    -54.856     56.266
     52.360    186.117     68.216    147.941    150.862    -55.135     55.666
     52.370    187.622     67.664    148.494    150.110    -55.409     55.071
     52.380    189.119     67.108    149.042    149.363    -55.676     54.483
     52.390    190.609     66.550    149.584    148.620    -55.937     53.900
     52.400    192.092     65.990    150.120    147.881    -56.193     53.323
     52.410    193.567     65.426    150.650    147.147    -56.443     52.752
     52.420    195.035     64.861    151.175    146.417    -56.688     52.186
     52.430    196.495     64.293    151.694    145.691    -56.928     51.627
     52.440    197.949     63.722    152.208    144.969    -57.162     51.072
     52.450    199.395     63.149    152.716    144.252    -57.391     50.523
     52.460    200.834     62.574    153.218    143.539    -57.615     49.979
     52.470    202.266     61.997    153.715    142.829    -57.834     49.440
     52.480    203.690     61.418    154.207    142.124    -58.049     48.907
     52.490    205.108     60.836    154.693    141.423    -58.258     48.378
     52.500    206.519     60.253    155.175    140.725    -58.463     47.855
     52.510    207.923     59.667    155.651    140.032    -58.664     47.336
     52.520    209.319     59.079    156.121    139.342    -58.860     46.822
     52.530    210.709     58.490    156.587    138.656    -59.052     46.313
     52.540    212.093     57.898    157.048    137.975    -59.240     45.808
     52.550    213.469     57.305    157.503    137.296    -59.424     45.308
     52.560    214.839     56.710    157.954    136.622    -59.603     44.813
     52.570    216.201     56.113    158.400    135.951    -59.779     44.322
     52.580    217.558     55.514    158.840    135.284    -59.950     43.835
     52.590    218.907     54.914    159.276    134.620    -60.118     43.352
     52.600    220.250     54.312    159.707    133.960    -60.282     42.874
     52.610    221.586     53.708    160.134    133.304    -60.443     42.400
     52.620    222.916     53.103    160.555    132.651    -60.600     41.930
     52.630    224.239     52.496    160.972    132.002    -60.753     41.465
     52.640    225.556     51.888    161.385    131.356    -60.903     41.003
     52.650    226.866     51.278    161.792    130.713    -61.050     40.545
     52.660    228.170     50.667    162.196    130.074    -61.193     40.091
     52.670    229.468     50.054    162.594    129.438    -61.333     39.641
     52.680    230.759     49.440    162.988    128.805    -61.470     39.194
     52.690    232.044     48.825    163.378    128.176    -61.603     38.751
     52.700    233.323     48.208    163.764    127.550    -61.734     38.312
     52.710    234.595     47.590    164.144    126.927    -61.861     37.877
     52.720    235.861     46.971    164.521    126.307    -61.986     37.445
     52.730    237.121     46.351    164.893    125.690    -62.108     37.016
     52.740    238.375     45.729    165.261    125.077    -62.226     36.591
     52.750    239.623     45.106    165.625    124.466    -62.342     36.170
     52.760    240.864     44.482    165.985    123.859    -62.456     35.751
     52.770    242.100     43.857    166.340    123.254    -62.566     35.336
     52.780    243.330     43.231    166.692    122.653    -62.674     34.925
     52.790    244.553     42.604    167.039    122.054    -62.779     34.516
     52.800    245.771     41.975    167.382    121.459    -62.882     34.111
     52.810    246.982     41.346    167.721    120.866    -62.982     33.709
     52.820    248.188     40.716    168.056    120.276    -63.080     33.310
     52.830    249.388     40.084    168.387    119.689    -63.175     32.914
     52.840    250.582     39.452    168.714    119.105    -63.268     32.521
     52.850    251.770     38.819    169.038    118.524    -63.359     32.131
     52.860    252.952     38.185    169.357    117.945    -63.447     31.744
     52.870    254.129     37.550    169.673    117.369    -63.533     31.360
     52.880    255.300     36.914    169.984    116.796    -63.617     30.978
     52.890    256.465     36.278    170.292    116.225    -63.699     30.600
     52.900    257.624     35.640    170.596    115.657    -63.778     30.224
     52.910    258.778     35.002    170.897    115.092    -63.856     29.851
     52.920    259.926     34.363    171.193    114.529    -63.931     29.481
     52.930    261.068     33.724    171.486    113.969    -64.004     29.113
     52.940    262.205     33.083    171.776    113.411    -64.075     28.748
     52.950    263.337     32.442    172.061    112.856    -64.144     28.386
     52.960    264.463     31.800    172.343    112.304    -64.212     28.026
     52.970    265.583     31.158    172.622    111.753    -64.277     27.669
     52.980    266.698     30.515    172.897    111.206    -64.340     27.314
     52.990    267.807     29.871    173.168    110.660    -64.402     26.962
     53.000    268.911     29.227    173.436    110.117    -64.462     26.612
     53.010    270.009     28.582    173.700    109.577    -64.520     26.264
     53.020    271.102     27.936    173.961    109.039    -64.576     25.919
     53.030    272.190     27.290    174.219    108.503    -64.631     25.577
     53.040    273.272     26.644    174.473    107.969    -64.683     25.236
     53.050    274.349     25.997    174.723    107.438    -64.734     24.898
     53.060    275.421     25.349    174.971    106.909    -64.784     24.562
     53.070    276.488     24.701    175.215    106.382    -64.832     24.229
     53.080    277.549     24.053    175.455    105.857    -64.878     23.898
     53.090    278.605     23.404    175.693    105.335    -64.922     23.568
     53.100    279.656     22.754    175.927    104.815    -64.965     23.242
     53.110    280.701     22.104    176.157    104.297    -65.007     22.917
     53.120    281.742     21.454    176.385    103.781    -65.047     22.594
     53.130    282.777     20.803    176.609    103.267    -65.085     22.273
     53.140    283.807     20.152    176.831    102.755    -65.122     21.955
     53.150    284.832     19.501    177.048    102.245    -65.158     21.638
     53.160    285.852     18.849    177.263    101.738    -65.192     21.324
     53.170    286.867     18.197    177.475    101.232    -65.225     21.011
     53.180    287.876     17.545    177.684    100.728    -65.256     20.701
     53.190    288.881     16.892    177.889    100.227    -65.286     20.392
     53.200    289.881     16.239    178.091     99.727    -65.314     20.085
     53.210    290.876     15.586    178.291     99.229    -65.342     19.781
     53.220    291.866     14.932    178.487     98.734    -65.368     19.478
     53.230    292.850     14.278    178.680     98.240    -65.392     19.177
     53.240    293.830     13.624    178.871     97.748    -65.416     18.878
     53.250    294.805     12.970    179.058     97.258    -65.438     18.580
     53.260    295.776     12.315    179.242     96.770    -65.459     18.285
     53.270    296.741     11.661    179.424     96.283    -65.478     17.991
     53.280    297.701     11.006    179.602     95.799    -65.497     17.699
     53.290    298.657     10.351    179.778     95.316    -65.514     17.409
     53.300    299.608      9.696    179.950     94.835    -65.530     17.120
     53.310    300.553      9.040    180.120     94.356    -65.545     16.833
     53.320    301.495      8.385    180.287     93.879    -65.559     16.548
     53.330    302.431      7.729    180.451     93.403    -65.572     16.265
     53.340    303.363      7.073    180.612     92.929    -65.583     15.983
     53.350    304.290      6.417    180.771     92.457    -65.594     15.702
     53.360    305.212      5.761    180.926     91.987    -65.603     15.424
     53.370    306.129      5.105    181.079     91.518    -65.612     15.147
     53.380    307.042      4.449    181.229     91.051    -65.619     14.871
     53.390    307.950      3.793    181.376     90.585    -65.625     14.597
     53.400    308.854      3.137    181.521     90.121    -65.630     14.325
     53.410    309.753      2.480    181.663     89.659    -65.635     14.054
     53.420    310.647      1.824    181.802     89.199    -65.638     13.785
     53.430    311.537      1.168    181.939     88.740    -65.640     13.517
     53.440    312.422      0.511    182.073     88.282    -65.641     13.251
     53.450    313.302     -0.145    182.204     87.826    -65.641     12.986
     53.460    314.178     -0.802    182.332     87.372    -65.641     12.723
     53.470    315.050     -1.458    182.458     86.919    -65.639     12.461
     53.480    315.917     -2.114    182.582     86.468    -65.637     12.200
     53.490    316.779     -2.771    182.702     86.018    -65.633     11.941
     53.500    317.637     -3.427    182.820     85.570    -65.629     11.683
     53.510    318.491     -4.083    182.936     85.123    -65.623     11.427
     53.520    319.340     -4.739    183.049     84.678    -65.617     11.172
     53.530    320.184     -5.396    183.159     84.234    -65.610     10.919
     53.540    321.024     -6.052    183.267     83.792    -65.602     10.666
     53.550    321.860     -6.708    183.373     83.351    -65.594     10.415
     53.560    322.691     -7.364    183.476     82.912    -65.584     10.166
     53.570    323.518     -8.019    183.576     82.473    -65.574      9.917
     53.580    324.341     -8.675    183.674     82.037    -65.562      9.670
     53.590    325.159     -9.331    183.769     81.601    -65.550      9.424
     53.600    325.973     -9.986    183.862     81.167    -65.537      9.180
     53.610    326.782    -10.641    183.953     80.735    -65.524      8.937
     53.620    327.588    -11.296    184.041     80.304    -65.509      8.695
     53.630    328.389    -11.951    184.127     79.874    -65.494      8.454
     53.640    329.185    -12.606    184.210     79.445    -65.478      8.214
     53.650    329.977    -13.261    184.291     79.018    -65.461      7.976
     53.660    330.766    -13.916    184.370     78.592    -65.444      7.739
     53.670    331.549    -14.570    184.446     78.167    -65.425      7.503
     53.680    332.329    -15.224    184.520     77.744    -65.406      7.268
     53.690    333.104    -15.878    184.591     77.322    -65.387      7.034
     53.700    333.875    -16.532    184.661     76.901    -65.366      6.802
     53.710    334.642    -17.185    184.727     76.481    -65.345      6.570
     53.720    335.405    -17.839    184.792     76.063    -65.323      6.340
     53.730    336.163    -18.492    184.854     75.646    -65.301      6.111
     53.740    336.918    -19.145    184.914     75.230    -65.277      5.883
     53.750    337.668    -19.797    184.972     74.815    -65.253      5.656
     53.760    338.414    -20.450    185.027     74.401    -65.229      5.430
     53.770    339.156    -21.102    185.080     73.989    -65.204      5.205
     53.780    339.894    -21.754    185.131     73.578    -65.178      4.981
     53.790    340.628    -22.405    185.180     73.168    -65.151      4.759
     53.800    341.357    -23.057    185.227     72.759    -65.124      4.537
     53.810    342.083    -23.708    185.271     72.351    -65.096      4.316
     53.820    342.804    -24.359    185.313     71.944    -65.067      4.097
     53.830    343.522    -25.009    185.353     71.539    -65.038      3.878
     53.840    344.235    -25.660    185.390     71.135    -65.008      3.661
     53.850    344.944    -26.309    185.426     70.731    -64.978      3.444
     53.860    345.650    -26.959    185.459     70.329    -64.947      3.229
     53.870    346.351    -27.608    185.491     69.928    -64.915      3.014
     53.880    347.048    -28.257    185.520     69.528    -64.883      2.800
     53.890    347.742    -28.906    185.547     69.129    -64.850      2.588
     53.900    348.431    -29.554    185.571     68.731    -64.817      2.376
     53.910    349.116    -30.202    185.594     68.334    -64.783      2.165
     53.920    349.798    -30.850    185.615     67.939    -64.748      1.955
     53.930    350.475    -31.497    185.633     67.544    -64.713      1.747
     53.940    351.148    -32.144    185.650     67.150    -64.677      1.539
     53.950    351.818    -32.791    185.664     66.757    -64.641      1.332
     53.960    352.484    -33.437    185.676     66.366    -64.604      1.126
     53.970    353.145    -34.083    185.687     65.975    -64.567      0.920
     53.980    353.803    -34.728    185.695     65.585    -64.529      0.716
     53.990    354.457    -35.374    185.701     65.196    -64.490      0.513
     54.000    355.107    -36.018    185.705     64.809    -64.451      0.310
     54.010    355.753    -36.663    185.707     64.422    -64.412      0.108
     54.020    356.396    -37.307    185.707     64.036    -64.372     -0.093
     54.030    357.034    -37.950    185.705     63.651    -64.331     -0.293
     54.040    357.669    -38.593    185.701     63.267    -64.290     -0.492
     54.050    358.299    -39.236    185.695     62.884    -64.248     -0.690
     54.060    358.926    -39.878    185.687     62.502    -64.206     -0.887
     54.070    359.549    -40.520    185.678     62.121    -64.164     -1.084
     54.080    360.169    -41.161    185.666     61.741    -64.121     -1.280
     54.090    360.784    -41.802    185.652     61.361    -64.077     -1.475
     54.100    361.396    -42.443    185.636     60.983    -64.033     -1.669
     54.110    362.004    -43.083    185.619     60.605    -63.988     -1.863
     54.120    362.608    -43.723    185.599     60.229    -63.943     -2.055
     54.130    363.208    -44.362    185.578     59.853    -63.897     -2.247
     54.140    363.805    -45.001    185.554     59.478    -63.851     -2.438
     54.150    364.398    -45.639    185.529     59.104    -63.805     -2.628
     54.160    364.987    -46.277    185.502     58.730    -63.758     -2.818
     54.170    365.573    -46.914    185.472     58.358    -63.710     -3.006
     54.180    366.154    -47.551    185.441     57.987    -63.662     -3.194
     54.190    366.732    -48.187    185.409     57.616    -63.614     -3.382
     54.200    367.307    -48.823    185.374     57.246    -63.565     -3.568
     54.210    367.877    -49.459    185.337     56.877    -63.516     -3.754
     54.220    368.444    -50.093    185.299     56.509    -63.466     -3.939
     54.230    369.007    -50.728    185.258     56.141    -63.416     -4.123
     54.240    369.567    -51.362    185.216     55.774    -63.365     -4.307
     54.250    370.123    -51.995    185.172     55.409    -63.314     -4.490
     54.260    370.675    -52.628    185.126     55.043    -63.262     -4.672
     54.270    371.224    -53.260    185.079     54.679    -63.210     -4.853
     54.280    371.769    -53.892    185.029     54.316    -63.158     -5.034
     54.290    372.310    -54.524    184.978     53.953    -63.105     -5.214
     54.300    372.848    -55.154    184.925     53.591    -63.052     -5.393
     54.310    373.382    -55.785    184.870     53.230    -62.998     -5.572
     54.320    373.912    -56.414    184.814     52.869    -62.944     -5.750
     54.330    374.439    -57.043    184.755     52.509    -62.889     -5.927
     54.340    374.963    -57.672    184.695     52.150    -62.834     -6.104
     54.350    375.482    -58.300    184.633     51.792    -62.779     -6.280
     54.360    375.998    -58.928    184.570     51.434    -62.723     -6.455
     54.370    376.511    -59.555    184.504     51.078    -62.667     -6.630
     54.380    377.020    -60.181    184.437     50.721    -62.610     -6.804
     54.390    377.525    -60.807    184.368     50.366    -62.553     -6.977
     54.400    378.027    -61.432    184.297     50.011    -62.496     -7.150
     54.410    378.526    -62.057    184.225     49.657    -62.438     -7.322
     54.420    379.020    -62.681    184.151     49.304    -62.380     -7.494
     54.430    379.512    -63.304    184.075     48.951    -62.321     -7.665
     54.440    379.999    -63.927    183.998     48.599    -62.262     -7.835
     54.450    380.484    -64.550    183.918     48.248    -62.203     -8.005
     54.460    380.964    -65.171    183.838     47.897    -62.143     -8.174
     54.470    381.442    -65.792    183.755     47.547    -62.083     -8.342
     54.480    381.915    -66.413    183.671     47.198    -62.023     -8.510
     54.490    382.386    -67.033    183.585     46.849    -61.962     -8.677
     54.500    382.852    -67.652    183.497     46.501    -61.901     -8.844
     54.510    383.316    -68.271    183.408     46.153    -61.839     -9.010
     54.520    383.775    -68.889    183.317     45.807    -61.777     -9.175
     54.530    384.232    -69.506    183.224     45.460    -61.714     -9.340
     54.540    384.685    -70.123    183.130     45.115    -61.652     -9.505
     54.550    385.134    -70.739    183.034     44.770    -61.589     -9.668
     54.560    385.580    -71.355    182.937     44.426    -61.525     -9.831
     54.570    386.023    -71.970    182.838     44.082    -61.461     -9.994
     54.580    386.462    -72.584    182.737     43.739    -61.397    -10.156
     54.590    386.897    -73.198    182.635     43.396    -61.333    -10.318
     54.600    387.330    -73.811    182.531     43.054    -61.268    -10.479
     54.610    387.758    -74.423    182.425     42.713    -61.202    -10.639
     54.620    388.184    -75.035    182.318     42.372    -61.137    -10.799
     54.630    388.606    -75.646    182.209     42.032    -61.071    -10.958
     54.640    389.024    -76.256    182.099     41.692    -61.004    -11.117
     54.650    389.440    -76.866    181.987     41.353    -60.938    -11.275
     54.660    389.852    -77.475    181.873     41.015    -60.871    -11.433
     54.670    390.260    -78.083    181.758     40.677    -60.803    -11.590
     54.680    390.665    -78.691    181.641     40.340    -60.735    -11.747
     54.690    391.067    -79.298    181.523     40.003    -60.667    -11.903
     54.700    391.465    -79.905    181.403     39.666    -60.599    -12.059
     54.710    391.860    -80.510    181.282     39.331    -60.530    -12.214
     54.720    392.252    -81.115    181.159     38.995    -60.461    -12.368
     54.730    392.640    -81.719    181.035     38.661    -60.392    -12.523
     54.740    393.025    -82.323    180.909     38.327    -60.322    -12.676
     54.750    393.407    -82.926    180.781     37.993    -60.252    -12.829
     54.760    393.785    -83.528    180.652     37.660    -60.181    -12.982
     54.770    394.160    -84.129    180.521     37.327    -60.111    -13.134
     54.780    394.531    -84.730    180.389     36.995    -60.040    -13.286
     54.790    394.900    -85.330    180.256     36.664    -59.968    -13.437
     54.800    395.265    -85.930    180.121     36.332    -59.896    -13.588
     54.810    395.626    -86.528    179.984     36.002    -59.824    -13.738
     54.820    395.985    -87.126    179.846     35.672    -59.752    -13.888
     54.830    396.340    -87.723    179.706     35.342    -59.679    -14.037
